"ds_evento","cd_movimento","cd_evento","ind_fluxo_ri","cd_tipo_complemento","ds_valor_complemento"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1430,26"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"143.10"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1432.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1440.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1455.43"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1460.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"146.10"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"148.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1483.78"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1486.49"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"150.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1500.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"15000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"15100.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1512.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1514.62"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"151.80"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"152.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1520.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1535.35"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1537.31"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"154.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"156.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1560.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"15600.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1573.21"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"157.60"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1576.69"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"158.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1580.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"158000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"159.10"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"16.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"160.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1600.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"16000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"16014.53"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"160.97"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"163.36"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"16400.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1648.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1680.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"170.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1700.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"17000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1700.06"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1730.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"17533.66"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1760.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"176.52"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1770.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"178.01"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"178,37"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"17938.98"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"18.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"180.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1800.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"18000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1800.26"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1808.83"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1820.40"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1824.18"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1840.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"18400.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"18595,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"187.15"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1887.60"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"188.81"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"18900.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"189,05"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"190.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1900.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"190.26"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1905.99"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"193.53"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"193.67"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"19500.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"195.66"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"197.80"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1980.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"198.01"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1981.64"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"1990.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"19,96"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"20,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"20.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"200,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"200.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"20000,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"20000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"200.26"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2005.12"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2014.86"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2020.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2036.09"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"204.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"208.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"20,90"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2090.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"210.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2100.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"21000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"21033.42"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"21108.62"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"21200.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2140.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"214.49"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"215.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2150.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"216.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2161.29"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"21721.24"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2175.97"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"21800.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"21.91"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"22,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"220.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2200,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2200.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"22000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"222.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2220.83"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"224.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"225.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"22583,20"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"226.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"227.55"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"228.50"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2290.44"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2296,19"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"23,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"23.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"230.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2300.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"23000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"230,10"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"232.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"232.06"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"23357,80"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"234.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2340.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"23400.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"234.20"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"236,27"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2380.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2380.80"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"240,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"240.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2400.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"24000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"240.95"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"240.96"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2421.82"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"24,75"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"247.66"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2480.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"250.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2500.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2554.81"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"256.06"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2566.42"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2575.44"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2580.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2593.91"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2599.99"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"260.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2600.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"26000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2609.96"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"261,30"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"262.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2621.03"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"265.72"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2660.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"26600.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"26.97"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"270.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2700.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"27000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"271.56"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2717.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"271.74"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"272,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2733.50"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"274.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2740.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"274.89"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"274.92"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"276.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2760.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2765.88"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"280.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2800.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"28000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"28,68"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"286.93"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"287,76"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"289.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"290.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2900.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"290.99"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2927.05"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2940.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2971,78"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"29800.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"2993.56"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"30,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"30.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"300,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"300.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"30000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3040.72"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"309.59"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"310.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3100.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"31331.85"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"31387.70"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3140.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3158.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3182.84"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"318.60"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3188.53"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"32.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"320.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3200,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3200.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"32000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"320.88"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"321.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3230.33"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"32500.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3278,46"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3280.71"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3300.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"330.30"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"333.97"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"340.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3400.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"34000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"342.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"342.22"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"344.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3448,91"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3450.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"34.73"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3480.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"350.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3500.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"352.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3560.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"36.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"360.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3600.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"36000.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"360.10"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3620.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"368,24"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"368.52"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3693.71"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"370.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3700.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"370,17"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3732,86"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"376.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"378.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3787.91"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"380.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3800.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"380.53"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"390.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3900.00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"391.69"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"391.75"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"3920,00"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"39576.86"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"396.24"
Decisão monocrática interlocutória,"50073",DMI,S,5011,"398.17"
